Gene	Fixed_count	Poly_count	p	Haplotype	Gene_fixed_poly_ratio	Haplotype_fixed_poly_ratio	Haploblock	Direction	pAdj	Homolog	Annotation
Ha412HOChr09g0400831	0	19	0.297492105175275	0	0	0.107628128724672	Petfal_09_01	Poly	0.861361803076334	AT4G20260	Encodes a Ca2+ and Cu2+ binding protein. N-terminal myristylation on glycine 2 appears to enable it to associate tightly with the plasma membrane. Recombinant PCaP1 interacts strongly with phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and  PtdIns (3,4,5)P3, and weakly with PtdIns(3,5)P2 and PtdIns(4,5). It also interacts with calmodulin (CaM) in a calcium-dependent manner. CaM does not interfere with PCaP1 membrane localization but does weaken interactions between it and the PtdInsPs. PCaP1 has an apparent Kd of 10 uM for Cu2+ and can bind six ions per protein. Transcript levels for PCaP1 first fall and then rise following exposure to CuCl2. Mannitol, sorbitol, and the flg22 oligopeptide also increase expression levels. The mRNA is cell-to-cell mobile.
Ha412HOChr09g0400831	1	14	0.999999999999599	0	0.0714285714285714	0.0601947477131897	Petpet_09_01	Fixed	1	AT4G20260	Encodes a Ca2+ and Cu2+ binding protein. N-terminal myristylation on glycine 2 appears to enable it to associate tightly with the plasma membrane. Recombinant PCaP1 interacts strongly with phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and  PtdIns (3,4,5)P3, and weakly with PtdIns(3,5)P2 and PtdIns(4,5). It also interacts with calmodulin (CaM) in a calcium-dependent manner. CaM does not interfere with PCaP1 membrane localization but does weaken interactions between it and the PtdInsPs. PCaP1 has an apparent Kd of 10 uM for Cu2+ and can bind six ions per protein. Transcript levels for PCaP1 first fall and then rise following exposure to CuCl2. Mannitol, sorbitol, and the flg22 oligopeptide also increase expression levels. The mRNA is cell-to-cell mobile.
Ha412HOChr09g0400861	0	14	0.734014073904512	0	0	0.0601947477131897	Petpet_09_01	Poly	1	AT5G44650	Encodes a nucleus-encoded thylakoid protein, cooperates with the plastid-encoded Ycf3 protein in photosystem i assembly. Also induces tolerance to multiple environmental stresses and reduces photooxidative damage.
Ha412HOChr09g0400861	0	15	0.770173873613241	2	0	0.0523990547621494	Petfal_09_01	Poly	1	AT5G44650	Encodes a nucleus-encoded thylakoid protein, cooperates with the plastid-encoded Ycf3 protein in photosystem i assembly. Also induces tolerance to multiple environmental stresses and reduces photooxidative damage.
Ha412HOChr09g0400861	3	16	0.999999999999885	2	0.1875	0.183399209486166	Petpet_09_01	Fixed	1	AT5G44650	Encodes a nucleus-encoded thylakoid protein, cooperates with the plastid-encoded Ycf3 protein in photosystem i assembly. Also induces tolerance to multiple environmental stresses and reduces photooxidative damage.
Ha412HOChr09g0400861	0	22	0.238850994188859	0	0	0.107628128724672	Petfal_09_01	Poly	0.804017654406585	AT5G44650	Encodes a nucleus-encoded thylakoid protein, cooperates with the plastid-encoded Ycf3 protein in photosystem i assembly. Also induces tolerance to multiple environmental stresses and reduces photooxidative damage.
Ha412HOChr09g0400871	1	8	0.999999999999792	2	0.125	0.183399209486166	Petpet_09_01	Poly	1	NA	NA
Ha412HOChr09g0400871	0	7	0.999999999999246	0	0	0.0601947477131897	Petpet_09_01	Poly	1	NA	NA
Ha412HOChr09g0400871	0	9	0.673805371970205	0	0	0.107628128724672	Petfal_09_01	Poly	1	NA	NA
Ha412HOChr09g0400871	0	10	0.999999999999418	2	0	0.0523990547621494	Petfal_09_01	Poly	1	NA	NA
Ha412HOChr09g0400881	2	30	0.999999999999812	2	0.0666666666666667	0.0523990547621494	Petfal_09_01	Fixed	1	AT4G20170	glycosyltransferase family protein (DUF23);(source:Araport11)
Ha412HOChr09g0400881	3	25	0.999999999999929	0	0.12	0.107628128724672	Petfal_09_01	Fixed	1	AT4G20170	glycosyltransferase family protein (DUF23);(source:Araport11)
Ha412HOChr09g0400881	2	23	0.945369416492168	0	0.0869565217391304	0.0601947477131897	Petpet_09_01	Fixed	1	AT4G20170	glycosyltransferase family protein (DUF23);(source:Araport11)
Ha412HOChr09g0400881	4	20	0.999999999999998	2	0.2	0.183399209486166	Petpet_09_01	Fixed	1	AT4G20170	glycosyltransferase family protein (DUF23);(source:Araport11)
Ha412HOChr09g0400911	6	55	0.999999999999858	0	0.109090909090909	0.107628128724672	Petfal_09_01	Fixed	1	AT1G30860	RING/U-box superfamily protein;(source:Araport11)
Ha412HOChr09g0400911	3	60	0.967929224256628	0	0.05	0.0601947477131897	Petpet_09_01	Poly	1	AT1G30860	RING/U-box superfamily protein;(source:Araport11)
Ha412HOChr09g0400911	12	33	0.0634495255404535	2	0.363636363636364	0.183399209486166	Petpet_09_01	Fixed	0.379525679966775	AT1G30860	RING/U-box superfamily protein;(source:Araport11)
Ha412HOChr09g0400911	3	72	0.902856488342179	2	0.0416666666666667	0.0523990547621494	Petfal_09_01	Poly	1	AT1G30860	RING/U-box superfamily protein;(source:Araport11)
Ha412HOChr09g0400931	0	29	0.421063699903913	2	0	0.0523990547621494	Petfal_09_01	Poly	0.955403184770446	AT5G17370	Transducin/WD40 repeat-like superfamily protein;(source:Araport11)
Ha412HOChr09g0400931	3	12	0.901009268431831	2	0.25	0.183399209486166	Petpet_09_01	Fixed	1	AT5G17370	Transducin/WD40 repeat-like superfamily protein;(source:Araport11)
Ha412HOChr09g0400931	0	20	0.539768026119518	0	0	0.0601947477131897	Petpet_09_01	Poly	1	AT5G17370	Transducin/WD40 repeat-like superfamily protein;(source:Araport11)
Ha412HOChr09g0400931	3	17	0.675418260134089	0	0.176470588235294	0.107628128724672	Petfal_09_01	Fixed	1	AT5G17370	Transducin/WD40 repeat-like superfamily protein;(source:Araport11)
Ha412HOChr09g0400971	3	10	0.710629035771568	2	0.3	0.183399209486166	Petpet_09_01	Fixed	1	AT1G30950	Required for the proper identity of the floral meristem. Involved in establishing the whorled pattern of floral organs, in the control of specification of the floral meristem, and in the activation of APETALA3 and PISTILLATA. UFO is found at the AP3 promoter in a LFY-dependent manner, suggesting that it works with LFY to regulate AP3 expression. UFO may also promote the ubiquitylation of LFY.
Ha412HOChr09g0400971	1	18	0.999999999999509	0	0.0555555555555556	0.0601947477131897	Petpet_09_01	Poly	1	AT1G30950	Required for the proper identity of the floral meristem. Involved in establishing the whorled pattern of floral organs, in the control of specification of the floral meristem, and in the activation of APETALA3 and PISTILLATA. UFO is found at the AP3 promoter in a LFY-dependent manner, suggesting that it works with LFY to regulate AP3 expression. UFO may also promote the ubiquitylation of LFY.
Ha412HOChr09g0400971	1	15	0.999999999999982	2	0.0666666666666667	0.0523990547621494	Petfal_09_01	Fixed	1	AT1G30950	Required for the proper identity of the floral meristem. Involved in establishing the whorled pattern of floral organs, in the control of specification of the floral meristem, and in the activation of APETALA3 and PISTILLATA. UFO is found at the AP3 promoter in a LFY-dependent manner, suggesting that it works with LFY to regulate AP3 expression. UFO may also promote the ubiquitylation of LFY.
Ha412HOChr09g0400971	2	11	0.825216628011221	0	0.181818181818182	0.107628128724672	Petfal_09_01	Fixed	1	AT1G30950	Required for the proper identity of the floral meristem. Involved in establishing the whorled pattern of floral organs, in the control of specification of the floral meristem, and in the activation of APETALA3 and PISTILLATA. UFO is found at the AP3 promoter in a LFY-dependent manner, suggesting that it works with LFY to regulate AP3 expression. UFO may also promote the ubiquitylation of LFY.
Ha412HOChr09g0400981	0	19	0.638768152236364	2	0	0.0523990547621494	Petfal_09_01	Poly	1	AT1G30970	Encodes SUF4 (SUPPRESSOR of FRI 4), a putative zinc-finger-containing transcription factor that is required for delayed flowering in winter-annual Arabidopsis.  suf4 mutations strongly suppress the late-flowering phenotype of FRI (FRIGIDA) mutants.  suf4 mutants also show reduced H3K4 trimethylation at FLC (FLOWERING LOCUS C), a floral inhibitor.  SUF4 may act to specifically recruit a putative histone H3 methyltransferase EFS (EARLY FLOWERING IN SHORT DAYS) and the PAF1-like complex to the FLC locus.
Ha412HOChr09g0400981	0	21	0.514480520298754	0	0	0.0601947477131897	Petpet_09_01	Poly	1	AT1G30970	Encodes SUF4 (SUPPRESSOR of FRI 4), a putative zinc-finger-containing transcription factor that is required for delayed flowering in winter-annual Arabidopsis.  suf4 mutations strongly suppress the late-flowering phenotype of FRI (FRIGIDA) mutants.  suf4 mutants also show reduced H3K4 trimethylation at FLC (FLOWERING LOCUS C), a floral inhibitor.  SUF4 may act to specifically recruit a putative histone H3 methyltransferase EFS (EARLY FLOWERING IN SHORT DAYS) and the PAF1-like complex to the FLC locus.
Ha412HOChr09g0400981	1	9	0.999999999999341	0	0.111111111111111	0.107628128724672	Petfal_09_01	Fixed	1	AT1G30970	Encodes SUF4 (SUPPRESSOR of FRI 4), a putative zinc-finger-containing transcription factor that is required for delayed flowering in winter-annual Arabidopsis.  suf4 mutations strongly suppress the late-flowering phenotype of FRI (FRIGIDA) mutants.  suf4 mutants also show reduced H3K4 trimethylation at FLC (FLOWERING LOCUS C), a floral inhibitor.  SUF4 may act to specifically recruit a putative histone H3 methyltransferase EFS (EARLY FLOWERING IN SHORT DAYS) and the PAF1-like complex to the FLC locus.
Ha412HOChr09g0401011	11	12	6.84158701518405e-05	2	0.916666666666667	0.183399209486166	Petpet_09_01	Fixed	0.00149380880785084	AT1G37130	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940. The mRNA is cell-to-cell mobile.
Ha412HOChr09g0401011	10	15	2.03918342567993e-06	0	0.666666666666667	0.107628128724672	Petfal_09_01	Fixed	6.94423060330266e-05	AT1G37130	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940. The mRNA is cell-to-cell mobile.
Ha412HOChr09g0401011	5	26	0.015157990559441	2	0.192307692307692	0.0523990547621494	Petfal_09_01	Fixed	0.13549502821478	AT1G37130	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940. The mRNA is cell-to-cell mobile.
Ha412HOChr09g0401011	6	24	0.00287937532343218	0	0.25	0.0601947477131897	Petpet_09_01	Fixed	0.036331654738928	AT1G37130	Identified as a mutant resistant to chlorate. Encodes nitrate reductase structural gene. Involved in nitrate assimilation. Has nitrate reductase activity. Up-regulated by the fungus P. indica. Binds transcription factor At2g35940. The mRNA is cell-to-cell mobile.
Ha412HOChr09g0401041	1	18	0.789299044884847	0	0.0555555555555556	0.107628128724672	Petfal_09_01	Poly	1	AT5G16440	Encodes a protein with isopentenyl diphosphate:dimethylallyl diphosphate isomerase activity. There is genetic evidence that it functions in the mevalonate, but not the MEP biosynthetic pathway.
Ha412HOChr09g0401041	2	10	0.30822808571632	0	0.2	0.0601947477131897	Petpet_09_01	Fixed	0.875321029017184	AT5G16440	Encodes a protein with isopentenyl diphosphate:dimethylallyl diphosphate isomerase activity. There is genetic evidence that it functions in the mevalonate, but not the MEP biosynthetic pathway.
Ha412HOChr09g0401041	0	20	0.108442375182189	2	0	0.183399209486166	Petpet_09_01	Poly	0.533839322919465	AT5G16440	Encodes a protein with isopentenyl diphosphate:dimethylallyl diphosphate isomerase activity. There is genetic evidence that it functions in the mevalonate, but not the MEP biosynthetic pathway.
Ha412HOChr09g0401041	3	10	0.0185232402656405	2	0.3	0.0523990547621494	Petfal_09_01	Fixed	0.157585579179725	AT5G16440	Encodes a protein with isopentenyl diphosphate:dimethylallyl diphosphate isomerase activity. There is genetic evidence that it functions in the mevalonate, but not the MEP biosynthetic pathway.
Ha412HOChr09g0401051	7	13	2.54130785772328e-07	0	0.538461538461538	0.0601947477131897	Petpet_09_01	Fixed	1.18531740430074e-05	AT3G18670	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401051	6	17	0.0219841589460275	0	0.352941176470588	0.107628128724672	Petfal_09_01	Fixed	0.179116016281808	AT3G18670	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401051	5	15	0.000337581304680443	2	0.333333333333333	0.0523990547621494	Petfal_09_01	Fixed	0.00591606301053285	AT3G18670	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401051	8	14	0.0162607044531449	2	0.571428571428571	0.183399209486166	Petpet_09_01	Fixed	0.1427963840878	AT3G18670	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401091	5	15	0.0543150722751504	0	0.333333333333333	0.107628128724672	Petfal_09_01	Fixed	0.341234156898442	AT3G18670	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401091	10	6	1.33580590702311e-06	2	1.66666666666667	0.183399209486166	Petpet_09_01	Fixed	4.76556708556131e-05	AT3G18670	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401111	12	22	0.00327601322712019	2	0.545454545454545	0.183399209486166	Petpet_09_01	Fixed	0.0404840933541131	AT3G18670	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401111	3	29	0.603436897036861	0	0.103448275862069	0.0601947477131897	Petpet_09_01	Fixed	1	AT3G18670	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401111	3	59	0.280562359648544	0	0.0508474576271186	0.107628128724672	Petfal_09_01	Poly	0.841992243431394	AT3G18670	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401111	3	48	0.999999999999591	2	0.0625	0.0523990547621494	Petfal_09_01	Fixed	1	AT3G18670	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401131	0	26	0.408683509283	0	0	0.0601947477131897	Petpet_09_01	Poly	0.945874326715432	NA	NA
Ha412HOChr09g0401131	1	14	0.556854692683742	2	0.0714285714285714	0.183399209486166	Petpet_09_01	Poly	1	NA	NA
Ha412HOChr09g0401131	0	26	0.474486834062575	2	0	0.0523990547621494	Petfal_09_01	Poly	0.991473020455387	NA	NA
Ha412HOChr09g0401131	0	23	0.222341139481953	0	0	0.107628128724672	Petfal_09_01	Poly	0.779441996432621	NA	NA
Ha412HOChr09g0401171	1	10	0.999999999999315	0	0.1	0.0601947477131897	Petpet_09_01	Fixed	1	NA	NA
Ha412HOChr09g0401171	1	9	0.965714029031817	2	0.111111111111111	0.183399209486166	Petpet_09_01	Poly	1	NA	NA
Ha412HOChr09g0401171	6	2	1.91070147807207e-08	0	3	0.107628128724672	Petfal_09_01	Fixed	1.16854992947193e-06	NA	NA
Ha412HOChr09g0401171	0	9	0.999999999999982	2	0	0.0523990547621494	Petfal_09_01	Poly	1	NA	NA
Ha412HOChr09g0401201	6	18	0.000281774739478664	0	0.333333333333333	0.0601947477131897	Petpet_09_01	Fixed	0.00504124448079215	NA	NA
Ha412HOChr09g0401201	6	18	5.90890412962991e-05	2	0.333333333333333	0.0523990547621494	Petfal_09_01	Fixed	0.0012996336477408	NA	NA
Ha412HOChr09g0401201	6	18	0.316542812583006	2	0.333333333333333	0.183399209486166	Petpet_09_01	Fixed	0.883850206401285	NA	NA
Ha412HOChr09g0401201	6	13	0.0047932084759734	0	0.461538461538462	0.107628128724672	Petfal_09_01	Fixed	0.0545125142329157	NA	NA
Ha412HOChr09g0401211	12	10	8.21998615062937e-21	0	1.2	0.0601947477131897	Petpet_09_01	Fixed	2.73702705521095e-18	NA	NA
Ha412HOChr09g0401211	13	4	4.54751802128192e-11	2	3.25	0.183399209486166	Petpet_09_01	Fixed	4.46812282959888e-09	NA	NA
Ha412HOChr09g0401211	5	16	0.000563823809994425	2	0.3125	0.0523990547621494	Petfal_09_01	Fixed	0.00929453343521722	NA	NA
Ha412HOChr09g0401211	13	4	1.09480974624564e-18	0	3.25	0.107628128724672	Petfal_09_01	Fixed	2.98261009732876e-16	NA	NA
Ha412HOChr09g0401261	1	14	0.999999999999426	0	0.0714285714285714	0.107628128724672	Petfal_09_01	Poly	1	NA	NA
Ha412HOChr09g0401261	0	11	0.947885203784057	2	0	0.0523990547621494	Petfal_09_01	Poly	1	NA	NA
Ha412HOChr09g0401261	1	12	0.69376885952405	2	0.0833333333333333	0.183399209486166	Petpet_09_01	Poly	1	NA	NA
Ha412HOChr09g0401261	1	10	0.999999999999315	0	0.1	0.0601947477131897	Petpet_09_01	Fixed	1	NA	NA
Ha412HOChr09g0401281	0	9	0.999999999999982	2	0	0.0523990547621494	Petfal_09_01	Poly	1	NA	NA
Ha412HOChr09g0401281	0	11	0.871618436699785	0	0	0.0601947477131897	Petpet_09_01	Poly	1	NA	NA
Ha412HOChr09g0401281	4	3	0.0117703956039836	2	1.33333333333333	0.183399209486166	Petpet_09_01	Fixed	0.11188876455587	NA	NA
Ha412HOChr09g0401281	1	11	0.999999999999843	0	0.0909090909090909	0.107628128724672	Petfal_09_01	Poly	1	NA	NA
Ha412HOChr09g0401291	3	10	0.0185232402656405	2	0.3	0.0523990547621494	Petfal_09_01	Fixed	0.157585579179725	NA	NA
Ha412HOChr09g0401291	5	6	4.9244679244193e-07	0	0.833333333333333	0.0601947477131897	Petpet_09_01	Fixed	2.04963878506994e-05	NA	NA
Ha412HOChr09g0401291	5	12	0.2122063219964	2	0.416666666666667	0.183399209486166	Petpet_09_01	Fixed	0.76296256201885	NA	NA
Ha412HOChr09g0401291	5	7	0.00119304920778193	0	0.714285714285714	0.107628128724672	Petfal_09_01	Fixed	0.0175473384707754	NA	NA
Ha412HOChr09g0401311	3	42	0.661951270205623	0	0.0714285714285714	0.107628128724672	Petfal_09_01	Poly	1	AT3G06240	F-box family protein;(source:Araport11)
Ha412HOChr09g0401311	10	22	0.0271010477487541	2	0.454545454545455	0.183399209486166	Petpet_09_01	Fixed	0.209882345297658	AT3G06240	F-box family protein;(source:Araport11)
Ha412HOChr09g0401311	2	44	0.999999999999995	2	0.0454545454545455	0.0523990547621494	Petfal_09_01	Poly	1	AT3G06240	F-box family protein;(source:Araport11)
Ha412HOChr09g0401311	2	35	0.999999999999707	0	0.0571428571428571	0.0601947477131897	Petpet_09_01	Poly	1	AT3G06240	F-box family protein;(source:Araport11)
Ha412HOChr09g0401321	0	10	0.926720698544889	0	0	0.0601947477131897	Petpet_09_01	Poly	1	NA	NA
Ha412HOChr09g0401321	0	8	0.999999999999993	2	0	0.0523990547621494	Petfal_09_01	Poly	1	NA	NA
Ha412HOChr09g0401341	0	8	0.470115235874484	2	0	0.183399209486166	Petpet_09_01	Poly	0.986912667675559	NA	NA
Ha412HOChr09g0401351	2	30	0.999999999999976	0	0.0666666666666667	0.0601947477131897	Petpet_09_01	Fixed	1	AT3G54950	Encodes pPLAIIIbeta, a member of the Group 3 patatin-related phospholipases. pPLAIIIbeta hydrolyzes phospholipids and galactolipids and additionally has acyl-CoA thioesterase activity. Alterations of pPLAIII&#946; result in changes in lipid levels and composition.
Ha412HOChr09g0401351	3	37	0.239279472003571	2	0.0810810810810811	0.183399209486166	Petpet_09_01	Poly	0.804781995203931	AT3G54950	Encodes pPLAIIIbeta, a member of the Group 3 patatin-related phospholipases. pPLAIIIbeta hydrolyzes phospholipids and galactolipids and additionally has acyl-CoA thioesterase activity. Alterations of pPLAIII&#946; result in changes in lipid levels and composition.
Ha412HOChr09g0401351	1	31	0.940637307113233	2	0.032258064516129	0.0523990547621494	Petfal_09_01	Poly	1	AT3G54950	Encodes pPLAIIIbeta, a member of the Group 3 patatin-related phospholipases. pPLAIIIbeta hydrolyzes phospholipids and galactolipids and additionally has acyl-CoA thioesterase activity. Alterations of pPLAIII&#946; result in changes in lipid levels and composition.
Ha412HOChr09g0401351	2	31	0.679050271239126	0	0.0645161290322581	0.107628128724672	Petfal_09_01	Poly	1	AT3G54950	Encodes pPLAIIIbeta, a member of the Group 3 patatin-related phospholipases. pPLAIIIbeta hydrolyzes phospholipids and galactolipids and additionally has acyl-CoA thioesterase activity. Alterations of pPLAIII&#946; result in changes in lipid levels and composition.
Ha412HOChr09g0401371	0	8	0.999999999999363	0	0	0.0601947477131897	Petpet_09_01	Poly	1	NA	NA
Ha412HOChr09g0401371	1	10	0.999999999999996	0	0.1	0.107628128724672	Petfal_09_01	Poly	1	NA	NA
Ha412HOChr09g0401371	0	11	0.315793876432974	2	0	0.183399209486166	Petpet_09_01	Poly	0.883824701564805	NA	NA
Ha412HOChr09g0401371	0	7	0.999999999999995	2	0	0.0523990547621494	Petfal_09_01	Poly	1	NA	NA
Ha412HOChr09g0401421	1	7	0.999999999999998	2	0.142857142857143	0.183399209486166	Petpet_09_01	Poly	1	AT2G35010	thioredoxin O1;(source:Araport11)
Ha412HOChr09g0401421	0	18	0.668369058298705	2	0	0.0523990547621494	Petfal_09_01	Poly	1	AT2G35010	thioredoxin O1;(source:Araport11)
Ha412HOChr09g0401421	0	20	0.276264132102693	0	0	0.107628128724672	Petfal_09_01	Poly	0.837247203338181	AT2G35010	thioredoxin O1;(source:Araport11)
Ha412HOChr09g0401421	0	13	0.775927751053727	0	0	0.0601947477131897	Petpet_09_01	Poly	1	AT2G35010	thioredoxin O1;(source:Araport11)
Ha412HOChr09g0401431	4	32	0.999999999999993	0	0.125	0.107628128724672	Petfal_09_01	Fixed	1	AT2G35060	potassium transporter
Ha412HOChr09g0401431	5	49	0.260075052913032	2	0.102040816326531	0.0523990547621494	Petfal_09_01	Fixed	0.821888373766157	AT2G35060	potassium transporter
Ha412HOChr09g0401431	7	22	0.304913931907275	2	0.318181818181818	0.183399209486166	Petpet_09_01	Fixed	0.874030882126507	AT2G35060	potassium transporter
Ha412HOChr09g0401431	6	42	0.0852339277162624	0	0.142857142857143	0.0601947477131897	Petpet_09_01	Fixed	0.464831251835686	AT2G35060	potassium transporter
Ha412HOChr09g0401451	2	60	0.131607343488257	0	0.0333333333333333	0.107628128724672	Petfal_09_01	Poly	0.594518144845235	AT1G16130	Encodes a WAK-like receptor-like kinase with a cytoplasmic Ser/Thr protein kinase domain and an extracellular domain with EGF-like repeats.
Ha412HOChr09g0401451	5	37	0.160426533581623	0	0.135135135135135	0.0601947477131897	Petpet_09_01	Fixed	0.664807450060175	AT1G16130	Encodes a WAK-like receptor-like kinase with a cytoplasmic Ser/Thr protein kinase domain and an extracellular domain with EGF-like repeats.
Ha412HOChr09g0401451	2	52	0.907529585908003	2	0.0384615384615385	0.0523990547621494	Petfal_09_01	Poly	1	AT1G16130	Encodes a WAK-like receptor-like kinase with a cytoplasmic Ser/Thr protein kinase domain and an extracellular domain with EGF-like repeats.
Ha412HOChr09g0401451	2	58	0.0154662657967653	2	0.0344827586206897	0.183399209486166	Petpet_09_01	Poly	0.137634838979826	AT1G16130	Encodes a WAK-like receptor-like kinase with a cytoplasmic Ser/Thr protein kinase domain and an extracellular domain with EGF-like repeats.
Ha412HOChr09g0401461	3	11	0.0495427706459048	0	0.272727272727273	0.0601947477131897	Petpet_09_01	Fixed	0.32328208586416	AT2G26210	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401461	2	8	0.573516389651054	0	0.25	0.107628128724672	Petfal_09_01	Fixed	1	AT2G26210	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401461	2	12	0.325169782012449	2	0.166666666666667	0.0523990547621494	Petfal_09_01	Fixed	0.890378367027035	AT2G26210	Ankyrin repeat family protein;(source:Araport11)
Ha412HOChr09g0401471	2	6	0.799809130077704	2	0.333333333333333	0.183399209486166	Petpet_09_01	Fixed	1	AT5G45030	Trypsin family protein;(source:Araport11)
Ha412HOChr09g0401471	1	6	0.999999999999994	0	0.166666666666667	0.107628128724672	Petfal_09_01	Fixed	1	AT5G45030	Trypsin family protein;(source:Araport11)
Ha412HOChr09g0401511	4	26	0.157967705868645	0	0.153846153846154	0.0601947477131897	Petpet_09_01	Fixed	0.659450231570207	AT1G43770	RING/FYVE/PHD zinc finger superfamily protein;(source:Araport11)
Ha412HOChr09g0401511	12	19	0.000934213470917482	2	0.631578947368421	0.183399209486166	Petpet_09_01	Fixed	0.0143019372616703	AT1G43770	RING/FYVE/PHD zinc finger superfamily protein;(source:Araport11)
Ha412HOChr09g0401511	4	34	0.232745445321742	2	0.117647058823529	0.0523990547621494	Petfal_09_01	Fixed	0.794170126123461	AT1G43770	RING/FYVE/PHD zinc finger superfamily protein;(source:Araport11)
Ha412HOChr09g0401511	14	20	4.59470948451648e-09	0	0.7	0.107628128724672	Petfal_09_01	Fixed	3.09420126915163e-07	AT1G43770	RING/FYVE/PHD zinc finger superfamily protein;(source:Araport11)
Ha412HOChr09g0401521	0	12	0.2783698837087	2	0	0.183399209486166	Petpet_09_01	Poly	0.839451521010362	AT1G34270	Exostosin family protein;(source:Araport11)
Ha412HOChr09g0401521	1	31	0.809779080246456	0	0.032258064516129	0.0601947477131897	Petpet_09_01	Poly	1	AT1G34270	Exostosin family protein;(source:Araport11)
Ha412HOChr09g0401521	1	34	0.851620384530471	2	0.0294117647058824	0.0523990547621494	Petfal_09_01	Poly	1	AT1G34270	Exostosin family protein;(source:Araport11)
Ha412HOChr09g0401521	0	27	0.168002227655633	0	0	0.107628128724672	Petfal_09_01	Poly	0.681734158059604	AT1G34270	Exostosin family protein;(source:Araport11)
Ha412HOChr09g0401541	1	19	0.999999999999543	0	0.0526315789473684	0.0601947477131897	Petpet_09_01	Poly	1	AT2G35130	PPR protein involved in plastid mRNA splicing.
Ha412HOChr09g0401541	1	21	0.647012996542329	0	0.0476190476190476	0.107628128724672	Petfal_09_01	Poly	1	AT2G35130	PPR protein involved in plastid mRNA splicing.
Ha412HOChr09g0401541	2	19	0.649836637198251	2	0.105263157894737	0.0523990547621494	Petfal_09_01	Fixed	1	AT2G35130	PPR protein involved in plastid mRNA splicing.
Ha412HOChr09g0401541	3	17	0.999999999999998	2	0.176470588235294	0.183399209486166	Petpet_09_01	Poly	1	AT2G35130	PPR protein involved in plastid mRNA splicing.
Ha412HOChr09g0401551	0	7	0.999999999999246	0	0	0.0601947477131897	Petpet_09_01	Poly	1	AT5G08640	Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols. Co-expressed with CHI and CHS (qRT-PCR).
Ha412HOChr09g0401551	0	11	0.947885203784057	2	0	0.0523990547621494	Petfal_09_01	Poly	1	AT5G08640	Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols. Co-expressed with CHI and CHS (qRT-PCR).
Ha412HOChr09g0401561	1	13	0.999999999999223	2	0.0769230769230769	0.0523990547621494	Petfal_09_01	Fixed	1	AT5G08640	Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols. Co-expressed with CHI and CHS (qRT-PCR).
Ha412HOChr09g0401561	1	16	0.901669685559584	0	0.0625	0.107628128724672	Petfal_09_01	Poly	1	AT5G08640	Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols. Co-expressed with CHI and CHS (qRT-PCR).
Ha412HOChr09g0401561	3	4	0.139878659165581	2	0.75	0.183399209486166	Petpet_09_01	Fixed	0.617123845203466	AT5G08640	Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols. Co-expressed with CHI and CHS (qRT-PCR).
Ha412HOChr09g0401561	1	15	0.999999999999329	0	0.0666666666666667	0.0601947477131897	Petpet_09_01	Fixed	1	AT5G08640	Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols. Co-expressed with CHI and CHS (qRT-PCR).
Ha412HOChr09g0401581	9	28	0.00675569715960298	0	0.321428571428571	0.107628128724672	Petfal_09_01	Fixed	0.0723686701091697	AT3G20770	Encodes EIN3 (ethylene-insensitive3), a nuclear transcription factor that initiates downstream transcriptional cascades for ethylene responses. EIN3 interacts with MYC2, MYC3 and MYC4 to inhibit jasmonate-induced expression of wound-responsive genes and herbivory-inducible genes, and plant defense against generalist herbivores.
